symbol,accuracy,recall,precision,trade_amount,pred_ct
UHS,0.6534713763702802,0.0,0.0,0,0
MRK,0.7128378378378378,0.0,0.0,0,0
AMGN,0.5,0.4923599320882852,0.30462184873949577,48.27499389648588,952
MLM,0.6447368421052632,0.0,0.0,0,0
LYV,0.6139315230224321,0.012345679012345678,0.36363636363636365,-5.210002899169929,11
ZION,0.6335740072202166,0.0,0.0,0,0
NTRS,0.6658580958156458,0.0,0.0,0,0
FLS,0.6297872340425532,0.0016474464579901153,0.25,-0.5600013732910227,4
EL,0.6627306273062731,0.02178649237472767,0.5555555555555556,29.110015869140625,18
KEY,0.6452894438138479,0.0,0.0,-0.09000015258789062,1
CF,0.6023121387283237,0.0,0.0,0,0
ED,0.7004504504504504,0.0,0.0,0,0
SNPS,0.6269430051813472,0.0,0.0,0,0
EMR,0.6887052341597796,0.0,0.0,0,0
ARE,0.6697965571205008,0.002364066193853428,1.0,2.4099884033203125,1
BMY,0.6808343171979535,0.0,0.0,0.06999969482421875,1
AVY,0.6680286006128703,0.0,0.0,0,0
DE,0.670995670995671,0.0,0.0,0,0
WM,0.7231063017186505,0.0,0.0,0,0
KACPF,-999.999,-999.999,-999.999,-999.999,-999.999
PRU,0.6314285714285715,0.0,0.0,0,0
PCAR,0.6540983606557377,0.0,0.0,0,0
BSHI,0.9727891156462585,0.0,0.0,0,0
BAX,0.6859504132231405,0.0,0.0,0.009998321533203125,1
MPC,0.5614035087719298,0.008064516129032258,0.3333333333333333,-1.6399993896484375,6
BWA,0.6394557823129252,0.007518796992481203,0.6666666666666666,0.8900032043457031,6
LYB,0.6257961783439491,0.0,0.0,0,0
KMX,0.6221020092735703,0.002044989775051125,0.5,0.10000228881835938,2
ABMD,0.56,0.2558459422283356,0.43661971830985913,154.14978790283246,426
IDXX,0.6166032953105196,0.0,0.0,0,0
DRE,-999.999,-999.999,-999.999,-999.999,-999.999
KGNR,1.0,0.0,0.0,0,0
BRK-A,0.5237430167597765,0.5291750503018109,0.25,-323680.5625,1052
AVB,0.6904927133934767,0.0,0.0,0,0
AZO,0.6591194968553459,0.001851851851851852,0.25,-9.54010009765625,4
KMB,0.7021499737808076,0.0,0.0,0,0
SIVB,0.6138138138138138,0.0,0.0,-18.129989624023466,2
UA,0.5770392749244713,0.20149253731343283,0.45,0.9250001907348668,60
EFX,0.654574986464537,0.007836990595611285,0.5,5.129997253417997,10
EW,0.6241197183098591,0.0,0.0,0,0
CB,0.6836803223640027,0.0,0.0,0,0
RMD,0.6287164612037709,0.005940594059405941,0.23076923076923078,-7.499992370605469,13
APD,0.7156469408224674,0.0,0.0,0.2312774658203125,1
MET,0.656084656084656,0.0,0.0,0,0
SEE,0.6647662485746865,0.0,0.0,0,0
MCHP,0.6194630872483221,0.0,0.0,0,0
LMT,0.7064935064935065,0.0,0.0,0,0
LOW,0.65,0.0,0.0,0,0
YUM,0.6912114014251781,0.0,0.0,0,0
ECL,0.7053824362606232,0.0038535645472061657,0.4,-11.139999389648438,5
DTE,0.706081081081081,0.0,0.0,0,0
CTAS,0.67595396729255,0.0,0.0,0,0
ADSK,0.5994680851063829,0.014864864864864866,0.3142857142857143,13.320049285888572,35
COST,0.679606342263532,0.0,0.0,0,0
FTI,0.5800744878957169,0.10321100917431193,0.42857142857142855,0.7671437263488743,105
CME,0.657,0.0,0.0,0,0
ISRG,0.6209964412811388,0.006993006993006993,1.0,25.836654663085938,3
EMN,0.6593255333792154,0.00404040404040404,0.5,1.410011291503892,4
ZTS,0.6523517382413088,0.005988023952095809,0.2,-1.1599884033203693,5
ABC,0.5501081470800289,0.2744721689059501,0.3676092544987147,60.93009185791013,389
IP,0.6632882882882883,0.0,0.0,-0.3598480224609375,1
UNM,0.6385209713024282,0.0060790273556231,0.8,2.5000000000000036,5
NTRA,0.5815217391304348,0.3137254901960784,0.4948453608247423,33.490999221801786,97
OXY,0.5838599902771026,0.42,0.3951612903225806,6.17505264282236,744
NEOG,0.6175895765472312,0.015463917525773196,0.391304347826087,-1.149993896484375,23
SBUX,0.6699410609037328,0.039761431411530816,0.4878048780487805,8.095916748047017,41
AAL,0.5552968568102444,0.359375,0.3938356164383562,-4.170021057128896,292
PLD,0.6464485235434956,0.00683371298405467,0.3,-2.300010681152301,10
IFF,0.6645600388915897,0.013333333333333334,0.2727272727272727,-10.060020446777386,33
COO,0.6651329243353783,0.0,0.0,0.1199951171875,1
TROW,0.6676646706586826,0.0,0.0,0,0
LNT,0.6710376282782212,0.0,0.0,0.220001220703125,4
NFLX,0.6070038910505836,0.0,0.0,0,0
TAP,0.6708268330733229,0.0,0.0,0,0
MHK,0.645224171539961,0.0036968576709796672,0.2222222222222222,0.5400238037109375,9
TXT,0.6579634464751958,0.0,0.0,0,0
JNJ,0.7406156156156156,0.0,0.0,0,0
UPS,0.6603119584055459,0.0,0.0,0,0
HPE,0.603399433427762,0.0,0.0,0,0
BF-A,0.6725450901803607,0.0,0.0,0,0
NTRR,0.6360360360360361,0.0,0.0,-4.9999973271100005e-05,1
RSNHF,0.9929078014184397,0.0,0.0,0,0
CAG,0.6792553191489362,0.0,0.0,0,0
EA,0.6538695917123705,0.0,0.0,0,0
RLI,0.6514476614699332,0.0,0.0,-1.4000015258789062,5
DGX,0.6625672559569562,0.0,0.0,0,0
XOM,0.7012012012012012,0.0,0.0,0,0
ROK,0.6655323286339329,0.0,0.0,0,0
VFC,0.4779372674109516,0.6040061633281972,0.35094001790510293,-54.68979263305646,1117
CUK,0.5144665461121157,0.665903890160183,0.42668621700879766,-16.549985408782987,682
TSCO,0.6267313019390581,0.0037313432835820895,0.2857142857142857,1.8300018310546875,7
NOC,0.6733106465726787,0.0,0.0,0,0
GILD,0.6830213040671401,0.0,0.0,0,0
BMRA,0.61634565330557,0.11813186813186813,0.47513812154696133,-2.7799980640411293,181
SRG,0.5967302452316077,0.02112676056338028,0.25,-0.45999956130982156,12
symbol,accuracy,recall,precision,trade_amount,pred_ct
RHI,0.6408805031446541,0.0017513134851138354,0.5,0.4099998474121094,2
LDOS,0.6513647642679901,0.0,0.0,0,0
GWW,0.6376887038001041,0.005763688760806916,0.4,5.684341886080802e-14,10
HII,0.6380789022298456,0.0,0.0,0,0
PM,0.6653061224489796,0.0,0.0,0,0
XEL,0.6709470304975923,0.0,0.0,0,0
BXP,0.6815686274509803,0.0,0.0,0,0
A,0.6617519514310495,0.0,0.0,0,0
LUV,0.6529193697868396,0.001336898395721925,0.3333333333333333,-0.11999893188476562,3
GRMN,0.66,0.0,0.0,0,0
ZBH,0.6800748362956034,0.0,0.0,0,0
HBI,0.6157635467980296,0.00641025641025641,0.5,0.09000110626220703,4
UDR,0.6777142857142857,0.0053285968028419185,0.42857142857142855,0.8600044250488281,7
WY,0.6577154308617235,0.013048635824436536,0.3333333333333333,1.9899978637695384,33
HLT,0.6143497757847534,0.0,0.0,0,0
QRVO,0.6055979643765903,0.0,0.0,0,0
AEE,0.6770833333333334,0.0,0.0,0,0
TSN,0.6628540305010894,0.0,0.0,0,0
HCA,0.6188034188034188,0.0,0.0,0,0
DHI,0.6137254901960785,0.0,0.0,0,0
REGN,0.6377358490566037,0.005208333333333333,0.5,34.590087890625,6
AEP,0.689447990987608,0.0012077294685990338,1.0,1.3600006103515625,1
URI,0.5896,0.0,0.0,0,0
GOOG,0.6371584699453552,0.005988023952095809,1.0,2.5500030517578125,2
AMT,0.6564516129032258,0.0,0.0,0,0
ALTR,0.588,0.02912621359223301,0.5,1.649993896484382,6
MDLZ,0.7001862197392924,0.0,0.0,0,0
HUM,0.6587263004375303,0.0,0.0,-1.479995727539091,1
TRV,0.7049180327868853,0.0,0.0,0,0
